person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,room_type_Private room,room_type_Shared room,realSum
0.0,False,1.0,0.0,1.0,0.9000000000000001,0.25,0.5093192405400253,0.01054294205591606,0.20380365252490273,True,False,0.15174828993494538
0.0,False,0.0,0.0,0.875,1.0,0.125,0.34925474166717624,0.2340693514953039,0.33060429152387716,True,False,0.2743863651066005
0.0,True,0.0,0.0,1.0,0.9625000000000001,0.125,0.5499051358554536,0.407657891461251,0.17540979100657705,True,False,0.1514272581382603
0.0,False,0.0,1.0,1.0,1.0,0.125,0.5733546954621057,0.07934653181515813,0.16067164199160233,True,False,0.23375190125738088
0.5,False,0.0,1.0,1.0,0.75,0.25,0.19930270022795474,0.016273641266441367,0.535912262175668,False,False,0.3655942564375413
0.25,False,1.0,0.0,0.5,0.5,0.25,0.3642819192235485,0.1475207882198734,0.3636601288452208,True,False,0.37739923145222176
0.0,False,0.0,0.0,0.875,0.9625000000000001,0.125,0.3632331155203607,0.0734903481891156,0.3579230661055748,True,False,0.16413537063823236
0.5,False,0.0,1.0,0.75,0.7625,0.125,0.27182277416811107,0.029228441012675143,0.45318542003422246,False,False,0.37963331254600596
0.0,False,0.0,0.0,1.0,1.0,0.125,0.3785525988633552,0.24036435628793526,0.3033454500627841,True,False,0.24792054755360438
0.0,True,0.0,1.0,1.0,1.0,0.125,0.25987183751991516,0.009899525004522033,0.49525652962202615,False,False,0.38349825022627393
0.0,False,0.0,0.0,1.0,1.0,0.125,0.18848079931200692,0.13960926031666188,0.5076544197791162,True,False,0.34395013912910677
1.0,False,1.0,0.0,0.875,0.9375,0.25,0.3058468044105686,0.0554405657417118,0.41805207948764633,False,False,0.48572327287692973
0.0,False,0.0,1.0,1.0,0.9750000000000001,0.125,0.24496957846009604,0.025613936153172985,0.478800367341069,True,False,0.3315851104298452
0.25,False,1.0,0.0,0.875,0.625,0.125,0.2792917545835195,0.06258411559941904,0.4452804567427491,False,False,0.3568270441449498
0.0,False,1.0,0.0,1.0,0.8875,0.125,0.4061188578067124,0.04867563890235325,0.3056420114275207,True,False,0.1647325956691652
0.0,False,0.0,0.0,0.875,0.9500000000000002,0.125,0.2847663846737946,0.0820544066117665,0.4738466000326058,True,False,0.14488155464167207
0.0,False,0.0,0.0,0.875,0.8125,0.125,0.3237808640770467,0.28458639046777345,0.36264443772368127,True,False,0.11715201760842131
