person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,day,room_type_Private room,room_type_Shared room,realSum
0.0,False,0.0,0.0,1.0,1.0,0.125,0.2249790817887659,0.0573619192754631,0.5423153121982236,0.0,True,False,0.2552297111204011
0.0,False,0.0,0.0,1.0,1.0,0.125,0.4657239087493462,0.4168377380943208,0.2387676966308112,0.0,True,False,0.1517482899349453
1.0,True,1.0,0.0,1.0,1.0,0.25,0.3842943166364986,0.0520565839001247,0.3214421999159589,1.0,False,False,0.4611975326575767
0.0,True,1.0,0.0,1.0,0.9500000000000002,0.125,0.3414717188176732,0.0364134826132646,0.3595667504501203,1.0,True,False,0.1907508225796189
0.5,False,0.0,1.0,0.875,0.8375000000000001,0.0,0.1765064846707941,0.0404486348460615,0.5576517205875517,0.0,False,False,0.3970439823970842
1.0,False,0.0,1.0,0.625,0.8875,0.25,0.2356044576824243,0.0109777267342998,0.4970713976374419,0.0,False,False,0.5049158410518498
0.75,False,0.0,1.0,0.75,0.8500000000000001,0.1666666666666666,0.1505651862397384,0.0568359376976961,0.3932437172404883,1.0,True,False,0.2901201108230634
0.0,False,0.0,0.0,1.0,0.9875,0.125,0.2422221987594253,0.1637172932692383,0.4669229598105917,1.0,False,False,0.255944338002088
0.0,False,0.0,0.0,0.875,0.8375000000000001,0.125,0.3331179816829541,0.0094040425242957,0.394796089899891,0.0,True,False,0.1120110413064571
0.0,False,0.0,0.0,1.0,1.0,0.125,0.2240998187337591,0.0395064861146872,0.6110088295406175,1.0,False,False,0.3872807995717006
0.0,False,0.0,0.0,1.0,0.9375,0.125,0.3172123438775016,0.2791461284573305,0.3583713708204021,1.0,True,False,0.1331678261903072
0.5,False,0.0,1.0,0.875,0.8125,0.125,0.0666259503080358,0.0300660380213574,0.7962302370706653,1.0,False,False,0.4538700826225946
0.0,False,0.0,0.0,0.875,0.7875000000000001,0.125,0.3184216109039837,0.2944140128874493,0.3656383913623395,0.0,True,False,0.1037990447682455
0.5,False,0.0,1.0,0.875,0.925,0.125,0.0317024414766579,0.0276013611126542,0.8104811894144155,1.0,False,False,0.4572852074710082
0.0,False,0.0,1.0,0.875,0.9625,0.125,0.2475545320917276,0.1074899492330355,0.4840199095497313,0.0,True,False,0.4247858554380291
0.0,False,0.0,0.0,0.75,1.0,0.125,0.3470701121782792,0.1465700459172028,0.3286677091585805,0.0,True,False,0.255944338002088
1.0,False,0.0,1.0,0.875,0.7875000000000001,0.25,0.1635076231683153,0.0401520751485453,0.54471154663537,0.0,False,False,0.4344335683667834
0.0,False,0.0,0.0,1.0,0.9875,0.125,0.4507034132545179,0.0936362476127939,0.2465779969154493,0.0,True,False,0.1425322971679605
0.0,False,0.0,0.0,1.0,0.9500000000000002,0.125,0.4458874627214263,0.0693127732985449,0.3039996267559102,0.0,False,False,0.2823983300352097
0.0,True,1.0,0.0,1.0,0.9500000000000002,0.125,0.4027785017043253,0.0195617611432849,0.2847724326149516,1.0,True,False,0.1623315399495997
0.0,False,1.0,0.0,1.0,0.9625,0.125,0.355415143957372,0.0611573438602437,0.3587201257702077,0.0,True,False,0.2903581005388348
